pt_num,service,resp_time,log_rt,boxcox_rt,queue_id
235,svc1,0.4026367710026483,0.3383538730914819,-0.7660188129254466,0
236,svc1,0.12496915614431314,0.11775561851992666,-1.4253466738972496,0
237,svc1,0.3391609289197983,0.29204324538706355,-0.8824614909477149,0
238,svc1,0.32614714909896514,0.2822778577778801,-0.9079454508670416,0
239,svc1,0.3826069423131173,0.323970805717866,-0.8014685513757038,0
240,svc1,0.35185449854918377,0.3014773524131033,-0.858173492854496,0
241,svc1,0.3649122804622371,0.311090163174314,-0.8337405590564264,0
242,svc1,0.2066327314601943,0.18783361367482176,-1.178223464081305,0
243,svc1,0.21662960709935355,0.19608441854403824,-1.1524213236288428,0
244,svc1,0.48768478777837765,0.39722107780000426,-0.6264122544662339,0
245,svc1,0.5258993921713362,0.4225840015743871,-0.5685307375675277,0
246,svc1,0.251377486618834,0.2242449338647835,-1.068004673211621,0
247,svc1,0.2314292933752734,0.20817552188773988,-1.1155247229011562,0
248,svc1,0.4153508307216613,0.34737743726969356,-0.7440726397251537,0
249,svc1,0.22614307336113632,0.20387353002095604,-1.1285336067583882,0
250,svc1,0.49432518514921403,0.40167472376840874,-0.6161605124155285,0
251,svc1,0.17923194217774951,0.16486333009297272,-1.2531097135256448,0
252,svc1,0.2983596395044034,0.26110165194182083,-0.9645182387016888,0
253,svc1,0.14033816698723187,0.13132485612623615,-1.3725643494700814,0
254,svc1,0.26338992732632177,0.23379852677878127,-1.0404924232682835,0
255,svc1,0.1922790759021238,0.17586666531935577,-1.2166398913875403,0
256,svc1,0.3752193181567647,0.31861322251311663,-0.8148291035717863,0
257,svc1,0.28412255540083264,0.25007564884437594,-0.9947561444594537,0
258,svc1,0.27726038047072493,0.24471745639928752,-1.0096615327501786,0
259,svc1,0.2267024723392,0.2043296524936839,-1.127148254026283,0
260,svc1,0.3192156382613126,0.27703734654510664,-0.9217729238854672,0
261,svc1,0.3485163497817364,0.2990049879451608,-0.8645081857488479,0
262,svc1,0.23706526583035062,0.2127418534011783,-1.101853424516152,0
263,svc1,0.3455256913252658,0.29678478526136787,-0.8702149938580915,0
264,svc1,0.1934730752195619,0.17686760702787666,-1.213378811017653,0
265,svc1,0.47588372312972704,0.3892569447077086,-0.644843677308821,0
266,svc1,0.24662969100915128,0.22044366270014779,-1.0790997717805435,0
267,svc1,0.691638954869402,0.5256978547675765,-0.3434428695596897,0
268,svc1,0.322799662020164,0.27975044662211457,-0.9146006196912002,0
269,svc1,0.2016283704707501,0.18367761232719534,-1.1914266581140676,0
270,svc1,0.17956201273353112,0.16514319392529153,-1.2521674492227262,0
271,svc1,0.4280902988409989,0.35633809640066927,-0.72249022816624,0
272,svc1,0.2485554262845057,0.2219872240530586,-1.0745839464514242,0
273,svc1,0.2754353638186184,0.24328758214409463,-1.0136635009466737,0
274,svc1,0.31081479759205566,0.27064892675656843,-0.9387795226062879,0
275,svc1,0.2871085106018052,0.2523982378817789,-0.9883389524368482,0
276,svc1,0.15969680353850024,0.1481585946936317,-1.310882267303343,0
277,svc1,0.3704964882981237,0.315173074406544,-0.8234547059975507,0
278,svc1,0.14367242927405205,0.13424451390788303,-1.3615856627314582,0
279,svc1,0.4334449740551698,0.3600806198739259,-0.7135357494886091,0
280,svc1,0.363608719505784,0.31013465573592736,-0.8361554708259447,0
281,svc1,0.21958254288938522,0.19850862222940868,-1.1449393125910678,0
282,svc1,0.42751313685485653,0.3559338652061086,-0.7234594743217304,0
283,svc1,0.40726183361111246,0.34164585435923334,-0.7579870223957846,0
284,svc1,0.39695555479077516,0.3342952650162375,-0.7759621718812785,0
285,svc1,0.20508364766308126,0.18654898168114492,-1.1822894042713,0
286,svc1,0.5879263471315488,0.46242898084978834,-0.47981408493178374,0
287,svc1,0.40163327816555133,0.3376381839015426,-0.7677688851012603,0
288,svc1,0.19125675003694517,0.17500884231812885,-1.2194419317717036,0
289,svc1,0.5248060859262383,0.4218672452045878,-0.5701503610773204,0
290,svc1,0.16980952396262824,0.15684093552435946,-1.2804678802761507,0
291,svc1,0.3013159393129686,0.2633760134867737,-0.9583505120682648,0
292,svc1,0.29920164152388995,0.2617499539126941,-0.9627577847026161,0
293,svc1,0.3690491516632689,0.31411644899508895,-0.8261114953038334,0
294,svc1,0.24780065308335844,0.2213825240822614,-1.0763513261177944,0
295,svc1,0.33823696998285396,0.29135305363483915,-0.8842509182784466,0
296,svc1,0.1655188249314488,0.15316633117057057,-1.293233436172507,0
297,svc1,0.26159732197673324,0.2323786339446648,-1.0445487142716274,0
298,svc1,0.23004920862247827,0.20705417559421205,-1.1189033310385785,0
299,svc1,0.36562325013709523,0.31161091793685625,-0.8324256713799827,0
300,svc1,0.5938992884586014,0.46618339672743797,-0.4715787520966598,0
301,svc1,0.21227164293465892,0.19249599036810902,-1.1635779688171086,0
302,svc1,0.20238188566469129,0.1843044941940215,-1.189425934206524,0
303,svc1,0.24308388618230692,0.2175952971237682,-1.0874712873824581,0
304,svc1,0.2809780898342786,0.24762391881381754,-1.0015586638377447,0
305,svc1,0.2936605659443309,0.25747584786960975,-0.9743991790509912,0
306,svc1,0.2002672455831107,0.18254423665154698,-1.1950523020941566,0
307,svc1,0.16106664202550602,0.14933910160717143,-1.3066948625404118,0
308,svc1,0.17516853834344603,0.16141157419807461,-1.2647974941855427,0
309,svc1,0.18864540138487723,0.1728143405832625,-1.2266410082846155,0
310,svc1,0.29564691228871465,0.259010116588743,-0.9702107122569386,0
311,svc1,0.30337888761582377,0.2649600368532563,-0.9540684392872586,0
312,svc1,0.3379676341549905,0.29115177169372264,-0.8847731014801281,0
313,svc1,0.39033479054596515,0.32954457464921694,-0.7876601946823159,0
314,svc1,0.2654824460888365,0.2354534297798802,-1.035778754323575,0
315,svc1,0.2722305032609714,0.2407716617562725,-1.0207306079136838,0
316,svc1,0.18153009658948768,0.16681029052351015,-1.24657092112253,0
317,svc1,0.07112621917041129,0.06871063622137603,-1.6504664544792447,0
318,svc1,0.509324454219222,0.41166216941018263,-0.5933094208962169,0
319,svc1,0.2963209332909467,0.25953020098606633,-0.9687933576397221,0
320,svc1,0.33367795191742394,0.2879405029937996,-0.8931243322615714,0
321,svc1,0.19894439917396958,0.18144150230455197,-1.1985904276776895,0
322,svc1,0.247148294875692,0.22085958093902247,-1.077881540273609,0
323,svc1,0.12256367649387241,0.11561506641408535,-1.4339605523931953,0
324,svc1,0.3074369551066362,0.268068697902747,-0.9456966785071268,0
325,svc1,0.4454041722961051,0.36838898646566653,-0.6937777058817163,0
326,svc1,0.11370152419283211,0.10768917400072733,-1.4666180236424993,0
327,svc1,0.3727978451630114,0.3168508800846903,-0.8192432592066523,0
328,svc1,0.16093242468634306,0.14922349661728443,-1.3071041830393986,0
329,svc1,0.548349764726758,0.4371896958514517,-0.5357173488891613,0
330,svc1,0.3455375507986785,0.2967935992299339,-0.8701923040412028,0
331,svc1,0.20298208031627998,0.1848035410514067,-1.1878355566643097,0
332,svc1,0.32891302941376355,0.2843613369680794,-0.9024779759190172,0
333,svc1,0.20731148633619642,0.18839597538052,-1.1764477732845784,0
334,svc1,0.1431134811671582,0.13375566349519416,-1.3634151701089405,0
335,svc1,0.3496479831967401,0.2998438052607148,-0.8623565890050205,0
336,svc1,0.5812732565269058,0.45823038107053615,-0.4890475515841787,0
337,svc1,0.2448263404442264,0.21899603460068495,-1.0833481668752762,0
338,svc1,0.2160788172560833,0.1956315982658927,-1.1538237673151401,0
339,svc1,0.3184315165072101,0.27644278500507347,-0.9233486451499572,0
340,svc1,0.2769308099464748,0.24445939386480256,-1.0103830354523207,0
341,svc1,0.3005702680059723,0.2628028359778469,-0.9599027089755016,0
342,svc1,0.22440432097267868,0.2024544571360448,-1.1328530365454659,0
343,svc1,0.3703295216668998,0.31505123768226945,-0.8237608729579786,0
344,svc1,0.13100220405097798,0.12310414589510663,-1.4041787503983314,0
345,svc1,0.40101808630530383,0.3371991768399247,-0.7688430881331793,0
346,svc1,0.2459219698424466,0.21987579387974282,-1.0807647772334188,0
347,svc1,0.14863898856462182,0.13857775329527708,-1.3455170438329114,0
348,svc1,0.4794038583151632,0.39163920819524245,-0.6393168506301815,0
349,svc1,0.20297050434618547,0.18479391827648703,-1.1878662031455862,0
350,svc1,0.1621323164672739,0.15025652154024838,-1.3034522580970012,0
351,svc1,0.28749864436187095,0.2527013006323812,-0.9875035208303414,0
352,svc1,0.27221039407537406,0.2407558553874792,-1.0207751110411922,0
353,svc1,0.38661710920055525,0.3268670464091329,-0.7942820243656807,0
354,svc1,0.22559943813154218,0.20343006156049975,-1.1298819265720508,0
355,svc1,0.15496676550770197,0.14407156910755836,-1.3255123175326469,0
356,svc1,0.19566486498392552,0.17870240303723628,-1.2074243725596636,0
357,svc1,0.16316049735218516,0.15114086689736603,-1.3003360485518392,0
358,svc1,0.15346088862025353,0.14276689135570217,-1.330227121811413,0
359,svc1,0.5011883577613292,0.4062570329604397,-0.6056528176352757,0
360,svc1,0.28282611381991224,0.2490655455207712,-0.9975551797611559,0
361,svc1,0.1756869144991879,0.16185258486380202,-1.2632973137895018,0
362,svc1,0.3673660647912449,0.312886308865662,-0.8292090495475252,0
363,svc1,0.2119559938354387,0.19223557827131058,-1.1643914589983366,0
364,svc1,0.39418919806527436,0.33231302627460013,-0.7808353626786313,0
365,svc1,0.2973393149844886,0.26031548637304275,-0.9666555982054104,0
366,svc1,0.22309165565447275,0.2013817971957595,-1.1361275299456883,0
367,svc1,0.4907589059977842,0.39928532317582,-0.621655767805075,0
368,svc1,0.10021681246093056,0.0955072626194406,-1.5194398444653654,0
369,svc1,0.14830041659054946,0.1382829505888892,-1.3466019406342808,0
370,svc1,0.4002415717767589,0.33664477300506845,-0.7702004184216983,0
371,svc1,0.2933964633329828,0.25727167563121167,-0.9749573747557186,0
372,svc1,0.3039021555327779,0.2653614265886318,-0.952985117598232,0
373,svc1,0.29510738947126924,0.2585936179459515,-0.9713466616761522,0
374,svc1,0.44182805773517037,0.3659117930120401,-0.6996515725919916,0
375,svc1,0.4075868532514467,0.34187678658894466,-0.757424698674796,0
376,svc1,0.2316975618818046,0.20839334948928592,-1.1148693993899048,0
377,svc1,0.20499689890167927,0.18647699341372942,-1.1825176506730133,0
378,svc1,0.35163187448108657,0.30131265835670157,-0.8585948142497414,0
379,svc1,0.18888193692801808,0.17301331667082168,-1.2259864208262656,0
380,svc1,0.12931531074382527,0.12161152938499455,-1.4100364670733438,0
381,svc1,0.47084608490128455,0.38583780317499444,-0.6527966687683023,0
382,svc1,0.2869919682528425,0.25230768792073455,-0.9885886504064355,0
383,svc1,0.1919135694799199,0.17556005718869547,-1.2176406421374508,0
384,svc1,0.441426287214148,0.3656331006210433,-0.7003133029373517,0
385,svc1,0.32916471658875723,0.28455071229852225,-0.9019818468986728,0
386,svc1,0.24717854631574154,0.2208838371347634,-1.0778105260257378,0
387,svc1,0.41891367002418056,0.3498915577254577,-0.7379964603289229,0
388,svc1,0.19334485159006037,0.17676016386835905,-1.2137284285957703,0
389,svc1,0.09083047606155356,0.08693931078268041,-1.5588254703258193,0
